专业, 专业大类, 有该专业的学校数量, 物理, 化学, 生物, 历史, 地理, 政治, 技术, 没有学科要求的学校数量
表演(戏曲舞蹈),表演(戏曲舞蹈),1,0,0,0,0,0,0,0,1
应用统计学(生物统计学),应用统计学(生物统计学),1,1,1,0,0,0,0,0,0
酒店管理(国际酒店运营),酒店管理(国际酒店运营),1,0,0,0,0,0,0,0,1
无机非金属材料工程,无机非金属材料工程,51,14,42,0,0,0,0,0,0
国际经济与贸易(国际班),国际经济与贸易(国际班),1,0,0,0,0,0,0,0,1
材料科学与工程,材料科学与工程,139,88,65,0,0,0,0,0,0
弹药工程与爆炸技术,弹药工程与爆炸技术,6,6,0,0,0,0,0,0,0
艺术设计(环境空间艺术设计),艺术设计类,1,0,0,0,0,0,0,0,1
应用统计学(生物统计),应用统计学(生物统计),1,1,1,1,0,0,0,0,0
飞机机电设备维修(直升机维修),飞机机电设备维修(直升机维修),1,0,0,0,0,0,0,0,1
公安视听技术,公安视听技术,3,3,3,2,0,0,0,1,0
会计(助理会计师方向),会计(助理会计师方向),1,0,0,0,0,0,0,0,1
广播电视编导(中英校际交流2+2项目),广播电视编导(中英校际交流2+2项目),1,0,0,0,0,0,0,0,1
法学(律师方向),法学(律师方向),1,0,0,0,1,0,1,0,0
乐器制造与维护,乐器制造与维护,1,0,0,0,0,0,0,0,1
金融学(财富管理),金融学(财富管理),1,0,0,0,0,0,0,0,1
软件工程(含网络工程专业),软件工程(含网络工程专业),1,1,0,0,0,0,0,0,0
民航安全技术管理(民航旅客安全检查),民航安全技术管理(民航旅客安全检查),1,0,0,0,0,0,0,0,1
电子科学与技术(卓越班),电子科学与技术(卓越班),1,1,0,0,0,0,0,0,0
艺术史论(管理),艺术史论(管理),1,0,0,0,0,0,0,0,1
绘画(材料与油画修复),绘画(材料与油画修复),1,0,0,0,0,0,0,0,1
国际经济与贸易(自贸区贸易管理与服务),国际经济与贸易(自贸区贸易管理与服务),1,0,0,0,0,0,0,0,1
产品设计(航空产品创意),产品设计(航空产品创意),1,0,0,0,0,0,0,0,1
统计学,统计学,95,93,50,48,0,0,0,1,0
农学(农学、植物科学与技术、种子科学与工程),农学(农学、植物科学与技术、种子科学与工程),1,1,1,1,0,0,0,0,0
表演(音乐剧表演),表演(音乐剧表演),1,0,0,0,0,0,0,0,1
农林经济管理,农林经济管理,24,1,1,1,0,0,0,0,23
商务英语(国际幼儿教育),商务英语(国际幼儿教育),1,0,0,0,0,0,0,0,1
工商管理类,工科试验班,2,1,0,0,0,0,0,0,1
土木类,理科试验班,1,1,0,0,0,0,0,0,0
软件工程(软件技术方向),软件工程(软件技术方向),1,1,0,0,0,0,0,0,0
广告设计与制作(国际商业广告设计),广告设计与制作(国际商业广告设计),1,0,0,0,0,0,0,0,1
光源与照明,光源与照明,4,4,0,0,0,0,0,0,0
舞蹈表演(现代舞),舞蹈表演(现代舞),2,0,0,0,0,0,0,0,2
软件技术(UI UE体验设计),计算机类(软件技术开发),1,0,0,0,0,0,0,0,1
旅游管理(英语方向),旅游管理(英语方向),1,0,0,0,0,0,0,0,1
民航运输(航空旅游服务),民航运输(航空旅游服务),1,0,0,0,0,0,0,0,1
城市轨道交通机电技术(站务管理),城市轨道交通机电技术(站务管理),1,1,0,0,0,0,1,1,0
新能源汽车运用与维修,新能源汽车运用与维修,9,1,1,0,0,0,0,0,8
表演(昆曲器乐),表演(昆曲器乐),1,0,0,0,0,0,0,0,1
印刷工程(卓越班),印刷工程(卓越班),1,1,1,0,0,0,0,0,0
医学信息工程,医学信息工程,13,13,0,0,0,0,0,0,0
工商管理(艺术金融管理方向),工商管理类,1,0,0,0,0,0,0,0,1
软件工程(启迪数字学院),软件工程(启迪数字学院),1,1,0,0,0,0,0,0,0
影视摄影与制作,影视摄影与制作,27,0,0,0,0,0,0,0,27
电厂热能动力装置,电厂热能动力装置,10,2,1,0,0,0,1,0,8
服装设计与工艺,服装设计与工艺,10,1,1,0,1,0,1,2,8
经济学(数理经济与数理金融),经济学(数理经济与数理金融),1,0,0,0,0,0,0,0,1
媒体营销,媒体营销,1,0,0,0,0,0,0,0,1
护理学,护理学,126,7,26,25,6,0,0,1,99
艺术设计(多媒体广告设计方向),艺术设计(多媒体广告设计方向),1,0,0,0,0,0,0,0,1
财务管理(企业理财方向),财务管理(企业理财方向),1,0,0,0,0,0,0,0,1
播音与主持,播音与主持,14,0,0,1,1,1,0,0,13
音乐表演(阮),音乐表演(阮),1,0,0,0,0,0,0,0,1
日语(经贸方向),日语(经贸方向),1,0,0,0,0,0,0,0,1
法学(经济法方向),法学(经济法方向),2,0,0,0,0,0,0,0,2
古生物学,地质学类,2,1,2,0,0,0,0,0,0
地理科学(师范),地理科学(师范),4,4,3,0,0,4,0,0,0
法学(法学与英语),法学(法学与英语),1,0,0,0,0,0,0,0,1
康复治疗学,康复治疗学,69,66,60,62,0,0,0,2,0
化学工程与工业生物工程,化学工程与工业生物工程,1,1,1,1,0,0,0,0,0
电子商务(跨境电商方向),电子商务(跨境电商方向),3,0,0,0,0,0,0,0,3
税务(企业会计与税务),税务(企业会计与税务),1,0,0,0,0,0,0,0,1
交通工程(国际工程班),交通工程(国际工程班),1,1,1,0,0,0,0,0,0
烟花爆竹技术与管理,烟花爆竹技术与管理,1,0,0,0,0,0,0,0,1
机械设计制造及其自动化(数控技术),机械设计制造及其自动化(数控技术),1,1,0,0,0,0,0,0,0
行政管理(公共政策与政府治理方向),行政管理(公共政策与政府治理方向),1,0,0,0,0,0,0,0,1
汽车营销与服务,汽车营销与服务,77,5,3,0,2,0,3,7,70
地理科学(师范类),地理科学类,1,1,1,0,0,1,0,0,0
中医学(5+3一体化培养),中医学(5+3一体化培养),1,0,1,1,0,0,0,0,0
药品服务与管理,药品服务与管理,1,0,0,0,0,0,0,0,1
电气工程及其自动化(卓越工程师计划试点班),电气工程及其自动化(卓越工程师计划试点班),2,2,0,0,0,0,0,0,0
保险学(保险精算方向),保险学(保险精算方向),1,0,0,0,0,0,0,0,1
工程造价(水利工程造价),工程造价(水利工程造价),1,1,0,0,1,0,0,1,0
化学工程与工艺(化学制药方向),化学工程与工艺(化学制药方向),1,1,1,1,0,0,0,0,0
建筑电气工程技术,建筑电气工程技术,5,2,2,1,0,0,0,1,3
公共事业管理(医院管理),公共事业管理(医院管理),1,0,0,0,0,0,0,0,1
音乐学(音乐国际传播),音乐学(音乐国际传播),1,0,0,0,0,0,0,0,1
金融学(爱尔兰都柏林商学院合作办学项目),金融学类(中外合作办学),1,0,0,0,0,0,0,0,1
社会工作(智慧服务与管理),社会工作(智慧服务与管理),1,0,0,0,0,0,0,0,1
舞蹈表演(表演与教育),舞蹈表演(表演与教育),1,0,0,0,0,0,0,0,1
管理科学(国际创业管理方向),管理科学与工程类(中外合作办学),1,1,0,0,0,0,0,0,0
核化工与核燃料工程,核化工与核燃料工程,4,4,0,0,0,0,0,0,0
船舶机械工程技术,船舶机械工程技术,2,0,0,0,0,0,0,0,2
戏剧影视导演(戏曲导演),戏剧影视导演(戏曲导演),1,0,0,0,0,0,0,0,1
国际经济与贸易(英语强化),金融学类,1,0,0,0,0,0,0,0,1
金融工程,金融工程,121,26,12,6,6,1,5,1,95
数学与应用数学(信息科学),数学类,1,1,0,0,0,0,0,0,0
英语(科技翻译),英语(科技翻译),1,0,0,0,0,0,0,0,1
铁道通信与信息化技术,铁道通信与信息化技术,3,0,0,0,0,0,0,0,3
中草药栽培与鉴定,中草药栽培与鉴定,2,0,2,1,0,0,0,0,0
高尔夫球运动与管理(室内会所管理方向),高尔夫球运动与管理(室内会所管理方向),1,0,0,0,0,0,0,0,1
保险(营销管理),保险(营销管理),1,0,0,0,0,0,0,0,1
音乐表演(美声),音乐表演(美声),1,0,0,0,0,0,0,0,1
影视多媒体技术,影视多媒体技术,9,0,0,0,1,0,1,1,8
电子信息工程(东软大数据特色班),电子信息工程(东软大数据特色班),1,1,0,0,0,0,0,0,0
土地整治工程,土地整治工程,1,1,1,0,0,0,0,0,0
土木工程(与美国迈阿密大学合作办学),土木类(中外合作办学),1,1,0,0,0,0,0,0,0
旅游管理(为民航服务培养),旅游管理(为民航服务培养),1,0,0,0,0,0,0,0,1
护理(涉外护理),护理(涉外护理),2,1,1,1,0,0,0,0,1
油气储运技术,油气储运技术,2,0,0,0,0,0,0,0,2
文秘,文秘,28,0,0,0,7,3,8,6,20
核电站动力设备运行与维护,核电站动力设备运行与维护,1,0,0,0,0,0,0,0,1
影视动画(艺术类),影视动画(艺术类),1,0,0,0,0,0,0,0,1
妇幼保健医学,妇幼保健医学,1,1,1,1,0,0,0,0,0
计算机应用技术(嵌入式人才培养),计算机应用技术(嵌入式人才培养),1,0,0,0,0,0,0,0,1
艺术与科技(音乐录音),艺术与科技(音乐录音),1,0,0,0,0,0,0,0,1
数字展示技术,计算机类,2,0,0,0,0,0,0,0,2
绘画(中国画),美术学类,2,0,0,0,0,0,0,0,2
电子产品营销与服务,电子产品营销与服务,2,0,0,0,0,0,0,1,1
人力资源管理,人力资源管理,240,7,2,3,4,1,3,2,230
中医学(“5+3”一体化（儿科学）),中医学(“5+3”一体化（儿科学）),1,0,1,1,0,0,0,0,0
民航通信技术(导航设备维修),民航通信技术(导航设备维修),1,0,0,0,0,0,0,0,1
应用心理学(师范),应用心理学(师范),3,1,0,1,0,0,1,0,2
数字媒体技术(厦门大学马来西亚分校招生专业),数字媒体技术(厦门大学马来西亚分校招生专业),1,1,0,0,0,0,0,0,0
飞行器制造工程(航空维修工程与技术),飞行器制造工程(航空维修工程与技术),1,1,0,0,0,0,0,0,0
电梯工程技术,电梯工程技术,16,4,1,0,1,0,0,2,12
装备再制造工程,装备再制造工程,1,0,0,0,0,0,0,0,1
环境工程(卓越计划),环境工程(卓越计划),1,1,1,0,0,0,0,0,0
临床医学类(侯宗濂班),医学试验班,1,0,1,1,0,0,0,0,0
植物保护(丁颖创新班),植物保护(丁颖创新班),1,1,1,1,0,0,0,0,0
计算机网络技术(4G网络工程方向),计算机网络技术(4G网络工程方向),1,0,0,0,0,0,0,0,1
应用语言学,应用语言学,1,0,0,0,0,0,0,0,1
导游(国际导游方向),导游(国际导游方向),1,0,0,0,0,0,0,0,1
会计学(CIMA),会计学(CIMA),1,0,0,0,0,0,0,0,1
俄语(商务俄语方向),俄语(商务俄语方向),1,0,0,0,0,0,0,0,1
计算机科学与技术(医学信息技术),计算机类,1,1,0,0,0,0,0,0,0
工商管理(高水平运动队),工商管理(高水平运动队),1,0,0,0,0,0,0,0,1
无人系统工程,无人系统工程,5,3,0,0,0,0,0,0,2
汽车维修工程教育,汽车维修工程教育,1,1,0,0,0,0,0,0,0
机械设计与制造(阀门设计与制造),机械设计与制造(阀门设计与制造),1,0,0,0,0,0,0,0,1
视觉传播设计与制作,视觉传播设计与制作,45,1,0,0,3,2,0,3,42
运动训练(足球),运动训练(足球),1,0,0,0,0,0,0,0,1
食品科学与工程(粮油储检),食品科学与工程(粮油储检),1,1,1,1,0,0,0,0,0
教育学(学前教育方向),教育学(学前教育方向),1,0,0,0,0,0,0,0,1
法学(医药卫生),法学(医药卫生),1,0,0,0,0,0,0,0,1
应用统计学(金融精算),统计学类,1,1,1,1,0,0,0,0,0
公共事务管理,公共事务管理,3,0,0,0,1,0,1,0,2
嵌入式技术与应用,计算机类,7,1,0,0,0,0,0,1,6
软件工程(3+2中澳班),软件工程(3+2中澳班),1,1,0,0,0,0,0,0,0
中日合作),艺术设计类(中外合作办学),1,0,0,0,0,0,0,0,1
宗教学,人文科学试验班(以学校公布分流专业为准),5,0,0,0,0,0,0,0,5
音乐表演(民族英才班—声乐),音乐表演(民族英才班—声乐),1,0,0,0,0,0,0,0,1
运动人体科学,运动人体科学,6,2,1,3,0,0,0,0,3
应用气象学(航空气象),应用气象学(航空气象),1,1,0,0,0,0,0,0,0
卫生教育,卫生教育,1,0,0,0,0,0,0,0,1
物流信息技术(物联网方向),物流信息技术(物联网方向),1,1,0,0,0,1,0,1,0
税务(税务会计),税务(税务会计),1,0,0,0,0,0,0,0,1
书法学(书法理论与教育),书法学(书法理论与教育),1,0,0,0,0,0,0,0,1
城市轨道交通机电技术(城轨通信),城市轨道交通机电技术(城轨通信),1,1,0,0,0,0,1,1,0
舞蹈表演(体育舞蹈、民族舞蹈),舞蹈表演(体育舞蹈、民族舞蹈),1,0,0,0,0,0,0,0,1
治安学,治安学,8,0,0,0,0,0,8,0,0
工业工程类,工科试验班,1,1,0,0,0,0,0,0,0
光通信技术,光通信技术,2,1,1,0,0,0,0,1,1
石油炼制技术,石油炼制技术,1,0,0,0,0,0,0,0,1
护理(老年护理),护理(老年护理),2,1,1,1,0,0,0,0,1
应用心理学(经济心理学),应用心理学(经济心理学),1,0,0,0,0,0,0,0,1
水利工程,水利工程,6,3,0,0,0,2,0,2,3
生物科学(生物学基地班),生物科学(生物学基地班),1,1,1,1,0,0,0,0,0
动画(影像媒体艺术),动画(影像媒体艺术),1,0,0,0,0,0,0,0,1
金融管理(邮政金融方向),金融类,1,0,0,0,0,0,0,0,1
环境艺术设计(艺术类),环境艺术设计(艺术类),1,0,0,0,0,0,0,0,1
古建筑工程技术,古建筑工程技术,3,0,0,0,0,0,0,0,3
表演(京剧表演),表演(京剧表演),2,0,0,0,0,0,0,0,2
音乐表演(现代萨克斯管),音乐表演(现代萨克斯管),1,0,0,0,0,0,0,0,1
助产,助产,34,1,3,5,1,1,0,3,29
影视编导,影视编导,12,0,0,0,2,1,2,1,10
计算机科学与技术(大数据方向),计算机科学与技术(大数据方向),1,1,0,0,0,0,0,1,0
音乐学(声乐方向),音乐学(声乐方向),1,0,0,0,0,0,0,0,1
应用化学(拔尖人才试点班),应用化学(拔尖人才试点班),1,0,1,0,0,0,0,0,0
政治学与行政学,政治学与行政学,31,0,0,0,5,0,6,0,24
能源化学工程,化工与制药类,27,20,22,8,0,0,0,1,0
英语(含世界文学与文化实验班),文科试验班类(人文与社会),1,0,0,0,0,0,0,0,1
历史建筑保护工程,历史建筑保护工程,3,3,1,0,1,1,0,0,0
音乐表演(大管),音乐表演(大管),1,0,0,0,0,0,0,0,1
大气科学(大气物理),大气科学类,1,1,0,0,0,0,0,0,0
测绘工程,测绘工程,57,45,0,0,0,14,0,0,0
新闻学(财经新闻),新闻传播学类,1,0,0,0,0,0,0,0,1
产品设计(与波兰社会科学与人文大学合作办学),设计学类(中外合作办学),1,0,0,0,0,0,0,0,1
警务指挥与战术(特警方向),警务指挥与战术(特警方向),1,0,0,0,0,0,1,0,0
数字媒体应用技术,数字媒体应用技术,57,7,1,0,1,0,1,2,49
广播电视学(电视摄影方向),广播电视学(电视摄影方向),1,0,0,0,0,0,0,0,1
宝石及材料工艺学,宝石及材料工艺学,12,5,8,0,0,0,0,0,0
新能源科学与工程(厦门大学马来西亚分校招生专业),新能源科学与工程(厦门大学马来西亚分校招生专业),1,1,1,0,0,0,0,0,0
播音与主持艺术(双语播音),播音与主持艺术(双语播音),1,0,0,0,0,0,0,0,1
市政工程技术,市政工程技术,17,5,3,0,2,3,1,7,10
物联网工程(嵌入式培养),物联网工程(嵌入式培养),1,1,0,0,0,0,0,0,0
自动化(创新班),自动化(创新班),1,1,0,0,0,0,0,0,0
视觉传达设计(中美合作办学),设计学类(中外合作办学),1,0,0,0,0,0,0,0,1
国际经济与贸易(国际投资与结算),国际经济与贸易(国际投资与结算),1,0,0,0,0,0,0,0,1
信息工程(嵌入式培养),信息工程(嵌入式培养),1,1,0,0,0,0,0,0,0
舞蹈表演(中国民族民间舞),舞蹈表演(中国民族民间舞),1,0,0,0,0,0,0,0,1
工商管理(双语实验班),工商管理(双语实验班),1,0,0,0,0,0,0,0,1
音乐表演(电吉他),音乐表演(电吉他),1,0,0,0,0,0,0,0,1
国际经济与贸易(日语),国际经济与贸易(日语),1,0,0,0,0,0,0,0,1
数理基础科学,数理基础科学,2,2,0,0,0,0,0,0,0
金融学(国际金融),金融学(国际金融),2,0,0,0,0,0,0,0,2
飞行器适航技术,飞行器适航技术,5,5,0,0,0,0,0,0,0
商检技术(报检),商检技术(报检),1,0,0,0,0,0,0,0,1
行政管理(企事业行政文化建设),行政管理(企事业行政文化建设),1,0,0,0,0,0,0,0,1
新能源科学与工程(生物质),能源动力类(新能源),1,1,0,0,0,0,0,0,0
数学与应用数学(经济数学方向),数学与应用数学(经济数学方向),1,1,0,0,0,0,0,0,0
物流管理(中英合作),物流类(中外合作办学),1,0,0,0,0,0,0,0,1
国际商务(跨境电子商务方向),国际商务(跨境电子商务方向),1,0,0,0,0,0,0,0,1
工商管理(英文授课班),工商管理(英文授课班),1,0,0,0,0,0,0,0,1
数学与应用数学(非公费师范，非师范),数学与应用数学(非公费师范，非师范),1,1,0,0,0,0,0,0,0
法学(与汉语言专业复合班),法学类,1,0,0,0,0,0,0,0,1
网络舆情监测,网络舆情监测,1,0,0,0,1,0,1,0,0
美史论),美术学类,1,0,0,0,0,0,0,0,1
音乐表演(声乐演唱),音乐表演(声乐演唱),4,0,0,0,0,0,0,0,4
作曲与作曲技术理论(电子音乐方向),作曲与作曲技术理论(电子音乐方向),1,0,0,0,0,0,0,0,1
特殊教育(师范),特殊教育(师范),4,0,0,0,0,0,0,0,4
计算机网络技术(物联网应用技术),计算机类,1,0,0,0,0,0,0,0,1
会计学(注册会计师方向),会计学(注册会计师方向),1,0,0,0,0,0,0,0,1
新闻学(国际新闻),新闻学(国际新闻),1,0,0,0,0,0,0,0,1
管理科学(矫正管理方向),管理科学(矫正管理方向),1,1,0,0,0,0,0,0,0
公共事业管理(卫生事业管理方向),公共事业管理(卫生事业管理方向),1,0,0,0,0,0,0,0,1
土木工程检测技术,土木工程检测技术,2,0,0,0,0,0,0,0,2
临床医学(“5+3”一体化),临床医学(“5+3”一体化),5,1,5,4,0,0,0,0,0
司法警务,司法警务,3,0,1,0,0,1,1,0,2
音乐表演(打击乐),音乐表演(打击乐),1,0,0,0,0,0,0,0,1
口腔医学(学制为5+3医),口腔医学(学制为5+3医),1,1,1,0,0,0,0,0,0
会计(管理会计特色班),会计(管理会计特色班),1,0,0,0,0,0,0,0,1
法学(金融法方向),法学(金融法方向),1,0,0,0,0,0,0,0,1
机电一体化技术(数控技术),机电一体化技术(数控技术),1,1,1,0,0,0,0,1,0
软件技术(网页设计),软件技术(网页设计),1,0,0,0,0,0,0,0,1
音乐表演(长号),音乐表演(长号),1,0,0,0,0,0,0,0,1
法学(涉外法律人才培养模式实验班),法学(涉外法律人才培养模式实验班),1,0,0,0,0,0,0,0,1
艺术设计(视觉传达方向),艺术设计(视觉传达方向),1,0,0,0,0,0,0,0,1
航空物流(航材贸易与管理),航空物流(航材贸易与管理),1,0,0,0,0,0,0,0,1
保险(车险查勘定损),保险(车险查勘定损),1,0,0,0,0,0,0,0,1
历史学(公费师范),历史学(公费师范),1,0,0,0,1,1,0,0,0
旅游管理(国际旅游),旅游管理(国际旅游),1,0,0,0,0,0,0,0,1
市场营销(金融营销方向),市场营销(金融营销方向),1,0,0,0,0,0,0,0,1
播音与主持艺术(礼仪文化),播音与主持艺术(礼仪文化),1,0,0,0,0,0,0,0,1
工程机械运用技术(定向培养直招士官),工程机械运用技术(定向培养直招士官),1,0,0,0,0,0,0,0,1
网络营销,网络营销,6,0,0,0,0,0,0,0,6
机械设计制造及其自动化(国际贸易班),机械设计制造及其自动化(国际贸易班),1,1,0,0,0,0,0,0,0
外国语言文学类,外国语言文学类,2,0,0,0,2,2,0,1,0
音乐学(现代电子音乐),音乐学(现代电子音乐),1,0,0,0,0,0,0,0,1
应用德语(商务德语),应用德语(商务德语),1,0,0,0,0,0,0,0,1
电气工程及其自动化(电力系统及其自动化),电气工程及其自动化(电力系统及其自动化),1,1,0,0,0,0,0,0,0
纳米材料与技术,材料类,6,4,2,0,0,0,0,0,0
微电子科学与工程,微电子科学与工程,53,53,2,0,0,0,0,0,0
金融学(国际金融方向),金融学类(中外合作办学),1,0,0,0,0,0,0,0,1
能源与动力工程(水动),能源与动力工程(水动),1,1,1,0,0,0,0,1,0
大气科学(大气探测),大气科学类,1,1,0,0,0,0,0,0,0
电子科学与技术(电子材料与元器件),电子科学与技术(电子材料与元器件),1,1,0,0,0,0,0,0,0
